time,seconds_elapsed,z,y,x
1728905892151481300,0.1244814453125,3.0311126708984375,1.7399282455444336,-2.7382612228393555
1728905892161481200,0.134481201171875,2.543668746948242,2.1725592613220215,-2.676701545715332
1728905892171481300,0.1444814453125,0.7083978652954102,1.350285530090332,-2.83323335647583
1728905892181481200,0.154481201171875,-0.9421482086181641,0.14030909538269043,-2.9832377433776855
1728905892191481300,0.1644814453125,-2.2960829734802246,-0.9942831993103027,-3.362856388092041
1728905892201481200,0.174481201171875,-2.831529140472412,-1.7809771299362183,-3.5687947273254395
1728905892211481300,0.1844814453125,-3.400434970855713,-3.0122599601745605,-3.5951120853424072
1728905892221478000,0.194477783203125,-1.7580680847167969,-4.230008602142334,-3.848601818084717
1728905892231477800,0.204477783203125,-2.7493386268615723,-5.793646812438965,-3.5820751190185547
1728905892241478000,0.214477783203125,-3.11875581741333,-6.542699813842773,-2.8183557987213135
1728905892251477800,0.224477783203125,-4.519200801849365,-6.284069061279297,-2.41078519821167
1728905892261478400,0.234478515625,-3.9142491817474365,-4.940593719482422,-0.7861909866333008
1728905892271478500,0.244478515625,-2.697509288787842,-3.8127481937408447,-0.22835254669189453
1728905892281478400,0.254478515625,-1.7925429344177246,-3.3088912963867188,-0.6399471759796143
1728905892291478500,0.264478515625,-1.3730416297912598,-2.613299608230591,-0.6750931739807129
1728905892301478400,0.274478515625,-0.9967532157897949,-1.9892282485961914,-0.624354362487793
1728905892311478500,0.284478515625,0.16649484634399414,-1.7861328125,-0.14406442642211914
1728905892321478400,0.294478515625,2.0079774856567383,-1.9971873760223389,0.45871734619140625
1728905892331478500,0.304478515625,3.1405181884765625,-2.0771899223327637,0.9338417053222656
1728905892341478400,0.314478515625,3.0460171699523926,-1.6595594882965088,1.4733128547668457
1728905892351478500,0.324478515625,2.4643726348876953,-0.8391051292419434,2.051762104034424
1728905892361478400,0.334478515625,1.7973370552062988,0.10337686538696289,2.455376148223877
1728905892371478500,0.344478515625,0.9448337554931641,1.3056073188781738,2.258474349975586
1728905892381478700,0.354478759765625,3.4774632453918457,2.410477638244629,2.871426582336426
1728905892391478500,0.364478515625,5.88300895690918,3.117623805999756,3.774902820587158
1728905892401478700,0.374478759765625,3.6599884033203125,2.2362804412841797,2.7257423400878906
1728905892411478500,0.384478515625,1.3709907531738281,1.4992592334747314,1.6652288436889648
1728905892421478700,0.394478759765625,1.2531309127807617,2.2901523113250732,1.8278369903564453
1728905892431478500,0.404478515625,0.8099985122680664,3.678515672683716,2.931333541870117
1728905892441478700,0.414478759765625,-0.17254209518432617,4.82331657409668,3.3571300506591797
1728905892451478500,0.424478515625,-0.24616336822509766,5.991761207580566,5.206554412841797
1728905892461478700,0.434478759765625,-0.4181385040283203,6.7104997634887695,6.013921737670898
1728905892471478500,0.444478515625,1.8905029296875,8.861990928649902,6.210777282714844
1728905892481478700,0.454478759765625,-2.19228196144104,4.006426811218262,5.635766983032227
1728905892491478500,0.464478515625,-2.934962749481201,3.0513358116149902,4.268858909606934
1728905892501478700,0.474478759765625,-4.733627796173096,2.059896230697632,3.072999954223633
1728905892511478800,0.484478759765625,-6.637688636779785,0.8917999267578125,1.5099515914916992
1728905892521479400,0.4944794921875,-7.246408939361572,0.2805368900299072,0.37510204315185547
1728905892531479600,0.5044794921875,-4.189983367919922,0.03902029991149902,-0.7913670539855957
1728905892541479400,0.5144794921875,-0.7822422981262207,-0.41294336318969727,-1.2959461212158203
1728905892551479600,0.5244794921875,0.1966414451599121,-1.1865321397781372,-1.1847739219665527
1728905892561479200,0.534479248046875,0.24471807479858398,-1.573236107826233,-0.4260292053222656
1728905892571479300,0.544479248046875,-0.1934514045715332,-1.9930367469787598,-0.9456949234008789
1728905892581479200,0.554479248046875,-1.3290033340454102,-0.9176309108734131,-0.545130729675293
1728905892591479300,0.564479248046875,-1.5444598197937012,-0.6293056011199951,-0.4216933250427246
1728905892601479200,0.574479248046875,-0.14574766159057617,-0.08125090599060059,0.4076967239379883
1728905892611479300,0.584479248046875,0.5544576644897461,-0.18062639236450195,-0.057114601135253906
1728905892621479200,0.594479248046875,0.8682827949523926,-0.4302331209182739,-0.23502302169799805
1728905892631479300,0.604479248046875,0.960237979888916,0.5612049102783203,1.7776422500610352
1728905892641479200,0.614479248046875,2.8501992225646973,0.13458466529846191,1.8828935623168945
1728905892651479300,0.624479248046875,2.4905219078063965,-0.6800094842910767,1.4576797485351562
1728905892661479200,0.634479248046875,10.215136528015137,-3.5369625091552734,7.096981048583984
1728905892671479300,0.644479248046875,1.3081932067871094,-0.9028000831604004,0.13880348205566406
1728905892681479200,0.654479248046875,-0.32165026664733887,-2.879176616668701,1.8040485382080078
1728905892691479300,0.664479248046875,0.4180586338043213,-2.433321952819824,0.7981424331665039
1728905892701479200,0.674479248046875,-0.745286226272583,-1.7684886455535889,1.2944364547729492
1728905892711479300,0.684479248046875,-1.065868854522705,-2.7366559505462646,1.7445716857910156
1728905892721479200,0.694479248046875,-1.1761534214019775,-2.8024404048919678,1.4980926513671875
1728905892731479300,0.704479248046875,-0.4294865131378174,-4.0594987869262695,2.05926513671875
1728905892741479200,0.714479248046875,0.3765132427215576,-4.53668212890625,2.150747299194336
1728905892751479300,0.724479248046875,1.5524301528930664,-4.638992786407471,1.4303131103515625
1728905892761479400,0.7344794921875,1.767864465713501,-5.618361473083496,1.4896001815795898
1728905892771478800,0.744478759765625,1.3813166618347168,-4.623870849609375,0.1443777084350586
1728905892781478100,0.75447802734375,0.0682525634765625,-3.7609286308288574,0.38404369354248047
1728905892791477800,0.764477783203125,-1.5959675312042236,-3.507824420928955,0.59051513671875
1728905892801477400,0.774477294921875,-3.726935386657715,-1.7029154300689697,0.699005126953125
1728905892811476700,0.784476806640625,-3.378878593444824,-1.303175449371338,1.2393341064453125
1728905892821476400,0.794476318359375,-2.5360984802246094,0.38696354627609253,0.8722562789916992
1728905892831476000,0.80447607421875,-2.75154709815979,2.153966188430786,1.5960636138916016
1728905892841475800,0.814475830078125,-2.816603422164917,2.3375868797302246,1.6161537170410156
1728905892851476000,0.82447607421875,-2.174046039581299,6.747354984283447,3.745929718017578
1728905892861475800,0.834475830078125,-2.504483222961426,8.772711753845215,3.8923158645629883
1728905892871475700,0.844475830078125,-3.307633638381958,10.438681602478027,3.953958511352539
1728905892881475800,0.854475830078125,-3.136715888977051,11.415262222290039,4.165875434875488
1728905892891475700,0.864475830078125,-1.932365894317627,11.399821281433105,3.563966751098633
1728905892901475600,0.8744755859375,-1.3567488193511963,11.752850532531738,3.722867965698242
1728905892911475500,0.884475341796875,0.015177249908447266,10.577221870422363,3.5256919860839844
1728905892921475000,0.89447509765625,2.7621841430664062,9.130504608154297,2.214872360229492
1728905892931475000,0.904474853515625,5.492581367492676,8.068178176879883,0.0750875473022461
1728905892941474600,0.914474609375,6.13543701171875,8.100110054016113,-0.4527311325073242
1728905892951474200,0.92447412109375,6.656684875488281,8.549882888793945,0.24305152893066406
1728905892961473800,0.934473876953125,6.75479793548584,8.140644073486328,0.04504585266113281
1728905892971473400,0.944473388671875,5.283072471618652,7.23104190826416,-1.600400447845459
1728905892981473000,0.95447314453125,2.7433698177337646,6.114492416381836,-3.2465596199035645
1728905892991472400,0.964472412109375,0.9231472015380859,4.525178909301758,-3.514397621154785
1728905893001471700,0.9744716796875,-0.5267807245254517,2.4188270568847656,-1.8316864967346191
1728905893011471400,0.984471435546875,-1.5357857942581177,-1.301621675491333,-0.8765058517456055
1728905893021470700,0.994470703125,-0.5051017999649048,-4.3411760330200195,0.6564559936523438
1728905893031469800,1.0044697265625,2.4288113117218018,-6.481091499328613,-0.7624931335449219
1728905893041469200,1.01446923828125,4.201874256134033,-7.324332237243652,-4.202668190002441
1728905893051468500,1.024468505859375,4.275103569030762,-7.133716106414795,-6.110601902008057
1728905893061467400,1.03446728515625,1.8945696353912354,-5.67963981628418,-6.696366786956787
1728905893071467000,1.044467041015625,-0.4059765338897705,-4.3555426597595215,-3.659677028656006
1728905893081466000,1.054466064453125,-1.1391634941101074,-3.6582484245300293,-1.6060805320739746
1728905893091465500,1.064465576171875,-1.794163465499878,-4.415070533752441,-3.695495128631592
1728905893101464300,1.07446435546875,-0.35723352432250977,-3.7065634727478027,-1.2756214141845703
1728905893111463000,1.084462890625,1.1949939727783203,-3.037144184112549,-1.9715619087219238
1728905893121462300,1.094462158203125,1.7697372436523438,-2.0040907859802246,-0.9122076034545898
1728905893131460900,1.1044609375,1.711845874786377,-2.692887306213379,-0.899162769317627
1728905893141459200,1.114459228515625,-0.26091575622558594,-3.4486188888549805,-1.3749208450317383
1728905893151457500,1.12445751953125,-2.504011631011963,-3.5817980766296387,-0.5428900718688965
1728905893161456400,1.134456298828125,-3.526113510131836,-3.4256293773651123,-0.5676822662353516
1728905893171454500,1.144454345703125,-2.381395101547241,-3.018717050552368,-0.0856161117553711
1728905893181453300,1.154453369140625,-0.23810386657714844,-1.8430805206298828,0.07044649124145508
1728905893191452000,1.164451904296875,2.2160520553588867,-0.9653897285461426,0.3786892890930176
1728905893201450500,1.174450439453125,2.969559669494629,-0.7097206115722656,-0.2252025604248047
1728905893211449300,1.184449462890625,2.0717034339904785,-1.5307154655456543,-0.5455265045166016
1728905893221448200,1.1944482421875,0.6736416816711426,-2.128898859024048,-0.885685920715332
1728905893231446300,1.2044462890625,-0.026283740997314453,-2.2270219326019287,-0.9804325103759766
1728905893241445000,1.214445068359375,-0.31922435760498047,-1.7906756401062012,-1.13264799118042
1728905893251443000,1.22444287109375,0.18311643600463867,-1.4779510498046875,-0.564572811126709
1728905893261441800,1.23444189453125,0.16930866241455078,-1.1830072402954102,-0.2972846031188965
1728905893271440400,1.2444404296875,0.754302978515625,-1.2297115325927734,0.43317270278930664
1728905893281439200,1.254439208984375,2.253126621246338,-1.51277494430542,1.2067351341247559
1728905893291438000,1.26443798828125,2.376110553741455,-1.3891115188598633,1.5197491645812988
1728905893301436700,1.274436767578125,1.8674607276916504,-1.6125059127807617,1.6434354782104492
1728905893311435500,1.284435546875,1.125246524810791,-1.0118780136108398,1.0483207702636719
1728905893321434400,1.294434326171875,1.7332959175109863,-1.064955234527588,1.311884880065918
1728905893331433000,1.304432861328125,3.343397617340088,-1.9177865982055664,1.8632001876831055
1728905893341431800,1.314431884765625,2.9715399742126465,-2.5095114707946777,0.033182621002197266
1728905893351430400,1.324430419921875,0.7527589797973633,-3.812154769897461,-1.095292568206787
1728905893361428500,1.334428466796875,-1.263899803161621,-6.581151962280273,-0.7183189392089844
1728905893371427000,1.344427001953125,-3.933293342590332,-7.542669296264648,-2.809283494949341
1728905893381426400,1.354426513671875,-4.530858039855957,-5.919990539550781,-4.6767988204956055
1728905893391425300,1.36442529296875,-4.282118797302246,-6.690554618835449,-3.3579585552215576
1728905893401424600,1.374424560546875,-2.8337817192077637,-3.232377052307129,-0.07495641708374023
1728905893411424300,1.38442431640625,-4.002685546875,2.8593225479125977,6.249251365661621
