time,z_global
1.7289058922114813e+18,-5.003269805607177
1.728905892221478e+18,-4.228052042400213
1.7289058922314778e+18,-5.853275806333038
1.728905892241478e+18,-6.4489204127517485
1.7289058922514778e+18,-7.48488629948375
1.7289058922614784e+18,-5.833924088688731
1.7289058922714785e+18,-4.097748091210739
1.7289058923814787e+18,4.837859246590163
1.7289058923914785e+18,6.832371580306283
1.7289058924014787e+18,4.6453083136935085
1.7289058924314785e+18,4.082516014335067
1.7289058924414787e+18,4.327647754479008
1.7289058924514785e+18,6.105596311962797
1.7289058924614787e+18,6.787296359520826
1.7289058924714785e+18,8.54932872237535
1.7289058924814787e+18,4.668887125062237
1.7289058926614792e+18,9.742048716823966
1.7289058930414692e+18,-5.145453213630688
1.7289058930514685e+18,-6.6975206380491095
1.7289058930614674e+18,-7.335302783251294
1.728905893071467e+18,-5.059506851527929
1.7289058930914655e+18,-5.705116825501822
1.7289058933614285e+18,-5.585956490942127
1.728905893371427e+18,-8.60544149157619
1.7289058933814264e+18,-8.710233029615262
1.7289058933914253e+18,-8.37866211638709
1.7289058934114243e+18,4.86303903008727
1.7289058934314214e+18,6.322471115610878
1.728905893461418e+18,-5.572955531445742
1.7289058935014129e+18,6.949366288862253
1.7289058935114115e+18,8.79010388451945
1.7289058935214103e+18,8.5191658718607
1.7289058935314097e+18,5.063397676755717
1.7289058935614065e+18,-5.771907643728642
1.7289058935714053e+18,-4.555863398229825
1.7289058935814042e+18,-4.4417665448535955
1.7289058936114002e+18,10.498459868303872
1.7289058936213988e+18,6.928888886958729
1.7289058937413855e+18,-4.006482200443397
1.728905894171333e+18,-5.949941822187428
1.7289058941813325e+18,-8.838191589782124
1.7289058942213286e+18,-6.050196654832866
1.728905894411306e+18,5.787096119688098
1.7289058944213046e+18,5.320976940032126
1.7289058944413023e+18,4.450630288415734
1.728905894491296e+18,-5.671680742515711
1.7289058952412106e+18,-7.231651028276434
1.7289058952512097e+18,10.352495962823841
1.7289058952612086e+18,9.557561232597351
1.7289058952812065e+18,-6.703512422369584
1.7289058952912054e+18,-7.4721560555122695
1.7289058953012042e+18,-5.783002649664541
1.7289058953911916e+18,4.329104778614427
1.728905895691154e+18,5.575921256275551
1.7289058957011533e+18,5.302162390188452
1.7289058959611203e+18,5.182896447689441
1.728905896481057e+18,-5.25949666888776
1.7289058965310508e+18,-4.33977651083533
1.7289058965410496e+18,-4.182454782236298
1.7289058965510477e+18,-4.658396600879394
1.7289058965610463e+18,-4.459579456732129
1.728905896571045e+18,-4.386159713136416
1.7289058966210388e+18,-4.609029905800406
1.7289058966310377e+18,-4.976069358180654
1.7289058966610342e+18,18.966158715032826
1.7289058966710339e+18,33.719035804996466
1.7289058966810332e+18,29.699057939603144
1.7289058967210284e+18,7.289602210477698
1.728905896731027e+18,6.550235924262575
1.7289058967510252e+18,4.107446676308084
1.7289058967610237e+18,5.450924812641067
1.7289058969010066e+18,-4.264044749998293
1.7289058969110052e+18,-4.217973988501235
1.728905896921004e+18,-4.973014752583396
1.728905896931003e+18,-5.547142396708497
1.7289058969410015e+18,-6.2775249003084355
1.7289058969510003e+18,-6.593164589686976
1.7289058969609992e+18,-7.683201675496258
1.7289058969709978e+18,-8.821327046862555
1.7289058969809966e+18,-9.157752645822688
1.7289058969909947e+18,-9.158891514078054
1.7289058970009935e+18,-9.233740223776566
1.728905897010992e+18,-9.515900526123838
1.728905897020991e+18,-9.5231704671125
1.7289058970309898e+18,-9.316353144366213
1.7289058970409884e+18,-9.002672905973489
1.7289058970509873e+18,-7.6006005875121465
1.728905897060986e+18,-6.234638899775987
1.7289058970809836e+18,4.9720120437337965
1.7289058970909824e+18,14.93898030559317
1.7289058971009812e+18,25.775398730057162
1.72890589711098e+18,25.88071212100813
1.728905897120979e+18,17.321061934902755
1.7289058971309778e+18,14.200842498193959
1.728905897140977e+18,10.101863813849256
1.728905897150976e+18,6.242888053160579
1.728905897200971e+18,-5.538427588701034
1.72890589721097e+18,-5.906761743485715
1.7289058972209692e+18,-5.942502143367544
1.7289058972309683e+18,-5.949966332077956
1.7289058972409674e+18,-5.6213803658084744
1.7289058972509665e+18,-5.520701906353204
1.7289058972609656e+18,-5.46012834293503
1.7289058972709647e+18,-5.132546599545445
1.7289058972809638e+18,-4.056546591630561
1.7289058972909635e+18,-4.05412459129115
1.7289058973709548e+18,4.938976776007251
1.7289058974109514e+18,6.283583230905475
1.7289058974209503e+18,12.5782501083198
1.7289058974309494e+18,6.0585611657617795
1.7289058974809426e+18,6.208407225650851
1.7289058974909414e+18,5.707361534627342
1.7289058976809185e+18,-4.191756260835617
1.7289058976909174e+18,-4.423292546930297
1.728905897700916e+18,-5.081597787105692
1.7289058977109148e+18,-5.782119632949224
1.7289058977209137e+18,-6.7820657382036975
1.728905897730912e+18,-6.793586073886859
1.7289058977409116e+18,-6.721713873174317
1.7289058977509105e+18,-6.719092520566996
1.728905897760909e+18,-7.9791225824171725
1.728905897770908e+18,-7.946613644093308
1.7289058977809068e+18,-9.225736578133734
1.7289058977909053e+18,-9.607697974236345
1.7289058978009042e+18,-11.078742940017502
1.728905897810903e+18,-11.259147005797994
1.7289058978209016e+18,-11.132571483318044
1.7289058978309005e+18,-11.788199425546882
1.728905897840899e+18,-9.789000717405246
1.728905897850898e+18,-8.536624717256622
1.7289058978608965e+18,-7.943232357260084
1.728905897870895e+18,-7.95560182547992
1.728905897880894e+18,-6.597867121098051
1.7289058978908928e+18,-6.702102142224116
1.7289058979008914e+18,30.096710927759084
1.7289058979108902e+18,17.667837290739236
1.7289058979208888e+18,9.985603270985022
1.7289058979308877e+18,9.133657361645767
1.7289058979408863e+18,6.880354946985494
1.728905897950885e+18,7.169057630043545
1.7289058987007995e+18,-4.387889188097862
1.7289058987107983e+18,-5.301067290107131
1.7289058987207972e+18,-5.895375452316628
1.7289058987307953e+18,-5.910809409532442
1.728905898740794e+18,-5.560839693722218
1.7289058987507927e+18,-5.5717414368292335
1.7289058987607916e+18,-5.572012575462952
1.7289058987707904e+18,-5.758119503293661
1.728905898780789e+18,-5.262345261143617
1.7289058987907884e+18,-5.239477234968537
1.7289058988007877e+18,-5.4326622284478026
1.7289058988107866e+18,-5.366649766261769
1.7289058988207852e+18,-5.489947059761061
1.728905898830784e+18,-4.962961481358761
1.7289058988407826e+18,-4.385601863226226
1.7289058988507814e+18,-4.390672483426492
1.7289058989707663e+18,4.991295510126383
1.7289058989807652e+18,4.802619734184585
1.7289058989907638e+18,9.627338452244533
1.7289058990007626e+18,15.498531856606544
1.7289058990107612e+18,15.657964112750413
1.72890589902076e+18,10.566418124069203
1.7289058990307587e+18,10.59658001192302
1.7289058990807524e+18,-4.876433258291192
1.7289058990907512e+18,-4.915965253511748
1.7289058991007498e+18,-4.776376833533049
1.7289058991107487e+18,-4.210872046974438
1.7289058991207475e+18,-4.703089031581123
1.7289058992007375e+18,4.799153537711262
1.728905899210736e+18,5.213253796760873
1.728905899220735e+18,5.708642531592057
1.7289058992307338e+18,5.715115645670607
1.7289058992907264e+18,-4.159967031007229
1.7289058993007252e+18,-4.063317883821933
